,Company,Job type,State,date Posted,Part time/full time,Min salary,Max salary,Avg_salary,Posting_age_days,job_description
2842,Goodmaids Services Private Limited,House Cleaner,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"House Cleaner role in Maharashtra .
Average salary: $37,740."
2843,Dermacian Pharmacy,House Cleaner,Rajasthan,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"House Cleaner role in Rajasthan .
Average salary: $37,740."
2844,Goodmaids Services Private Limited,House Cleaner,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"House Cleaner role in Maharashtra .
Average salary: $37,740."
2845,Goodmaids Services Private Limited,House Cleaner,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"House Cleaner role in Karnataka .
Average salary: $37,740."
2846,Shubbhu Car Wash,Car Cleaner,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Maharashtra .
Average salary: $37,740."
2847,Xpheno,Car Cleaner,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Karnataka .
Average salary: $37,740."
2848,Carselona Daily,Car Cleaner,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Karnataka .
Average salary: $37,740."
2849,Easy Wash,Car Cleaner,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Madhya Pradesh .
Average salary: $37,740."
2850,Care4Wheel Services Private Limited,Car Cleaner,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Maharashtra .
Average salary: $37,740."
2851,Hoora Technologies,Car Cleaner,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Andhra Pradesh .
Average salary: $37,740."
2852,4 Wheeler Car Care Washing,Car Cleaner,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Maharashtra .
Average salary: $37,740."
2853,Jiffit Technology,Car Cleaner,Bihar,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Car Cleaner role in Bihar .
Average salary: $37,740."
2854,Shakuya Products LLP,Commis (Commi 1 / 2 / 3),Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Karnataka .
Average salary: $37,740."
2855,Hotel Meritel Grande,Commis (Commi 1 / 2 / 3),Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Madhya Pradesh .
Average salary: $37,740."
2856,Aao Ji Kitchen,Commis (Commi 1 / 2 / 3),Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Uttar Pradesh .
Average salary: $37,740."
2857,Barbeque Nation Hospitality ltd,Commis (Commi 1 / 2 / 3),Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Andhra Pradesh .
Average salary: $37,740."
2858,Mudit Shyam Tomar C/O The South Trails,Commis (Commi 1 / 2 / 3),Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Delhi-NCR.
Average salary: $37,740."
2859,Refos Food,Commis (Commi 1 / 2 / 3),Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Maharashtra .
Average salary: $37,740."
2860,Beyond Burg Inc,Commis (Commi 1 / 2 / 3),Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Karnataka .
Average salary: $37,740."
2861,Healthy Cravings,Commis (Commi 1 / 2 / 3),Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Delhi-NCR.
Average salary: $37,740."
2862,Vangard Hospitality,Commis (Commi 1 / 2 / 3),Kerela,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Kerela .
Average salary: $37,740."
2863,Alag Aasmaan_The Travel Cafe,Commis (Commi 1 / 2 / 3),Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Maharashtra .
Average salary: $37,740."
2864,Itc Ltd- Food Division,Commis (Commi 1 / 2 / 3),Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Andhra Pradesh .
Average salary: $37,740."
2865,Impactive Brand Solutions LLP,Commis (Commi 1 / 2 / 3),Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Delhi-NCR.
Average salary: $37,740."
2866,Akshaya Associates,Commis (Commi 1 / 2 / 3),Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Karnataka .
Average salary: $37,740."
2867,Itc Ltd- Food Division,Commis (Commi 1 / 2 / 3),Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Commis (Commi 1 / 2 / 3) role in Maharashtra .
Average salary: $37,740."
2868,Stellar Informatics Pvt Ltd,Customer Service Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Service Executive role in Maharashtra .
Average salary: $37,740."
2869,Fly 2 Overseas Consultancy,Receptionist Cum Telecaller,Telangana,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Receptionist Cum Telecaller role in Telangana .
Average salary: $37,740."
2870,Stellar Informatics Pvt Ltd,Customer Support Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Support Executive role in Karnataka .
Average salary: $37,740."
2871,Stellar Informatics Pvt Ltd,Customer Service Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Service Executive role in Karnataka .
Average salary: $37,740."
2872,Focus Staffing Services,Telecaller,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Madhya Pradesh .
Average salary: $37,740."
2873,Next Generation Simple Solutions,Telecaller,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Andhra Pradesh .
Average salary: $37,740."
2874,Krishaa Soft IT Solutions,Telecaller,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Madhya Pradesh .
Average salary: $37,740."
2875,Mohkant Ventures Private Limited,Customer Care Officer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Care Officer role in Maharashtra .
Average salary: $37,740."
2876,Hindustan Wellness Pvt. Ltd.,BPO Telecaller,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"BPO Telecaller role in Delhi-NCR.
Average salary: $37,740."
2877,DS Association,Telecalling Executive,Madhya Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecalling Executive role in Madhya Pradesh .
Average salary: $37,740."
2878,Muthoot Finance,Customer Care Executive,Telangana,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Care Executive role in Telangana .
Average salary: $37,740."
2879,Bharti Placement Solution,Telecaller,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Delhi-NCR.
Average salary: $37,740."
2880,Creserve Solutions Private Limited,Telecaller Outbound,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller Outbound role in Maharashtra .
Average salary: $37,740."
2881,Khatabook ( ADJ Utility Apps Pvt. Ltd.),Customer Care Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Customer Care Executive role in Karnataka .
Average salary: $37,740."
2882,Joylloons,Balloon Decorator,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Balloon Decorator role in Tamil Nadu .
Average salary: $37,740."
2883,Cakecstacy,Cake Decorator / Fondant Artist,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Cake Decorator / Fondant Artist role in Maharashtra .
Average salary: $37,740."
2884,Rajpurohit Decorator,Labour Helper/Mazdoor,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Maharashtra .
Average salary: $37,740."
2885,Sivanathan Foods Private Limited,Bakery Assistant,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Bakery Assistant role in Karnataka .
Average salary: $37,740."
2886,Actio Services Provider Private Limited,Van Delivery Boy,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Van Delivery Boy role in Karnataka .
Average salary: $37,740."
2887,Actio Services Provider Private Limited,Van Delivery Boy,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Van Delivery Boy role in Karnataka .
Average salary: $37,740."
2888,evergreen solution,Van Delivery Boy,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Van Delivery Boy role in Karnataka .
Average salary: $37,740."
2889,Actio Services Provider Private Limited,Van Delivery Boy,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Van Delivery Boy role in Tamil Nadu .
Average salary: $37,740."
2890,ID Fresh Food India Pvt Ltd,Van Delivery Boy,Telangana,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Van Delivery Boy role in Telangana .
Average salary: $37,740."
2891,Innovative Techcentre Private Limited,Delivery Driver,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Maharashtra .
Average salary: $37,740."
2892,Cruffins Foods Opc,Delivery Driver,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Karnataka .
Average salary: $37,740."
2893,Royal Marketing,Delivery Driver,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Maharashtra .
Average salary: $37,740."
2894,JD Enterprises,Delivery Driver,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Karnataka .
Average salary: $37,740."
2895,Indrayani Distributors,Delivery Driver,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Maharashtra .
Average salary: $37,740."
2896,The Wheel Specialists,Delivery Driver,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Gujarat .
Average salary: $37,740."
2897,Nineone Ev Private Limited,Delivery Driver,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Andhra Pradesh .
Average salary: $37,740."
2898,Cultivo Greens India Private Limited,Delivery Driver,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Maharashtra .
Average salary: $37,740."
2899,KD Pharma,Delivery Driver,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Delivery Driver role in Andhra Pradesh .
Average salary: $37,740."
2900,Golden Creek Homes,Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Karnataka .
Average salary: $37,740."
2901,Sid's Farm,Animal Health Support,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Animal Health Support role in Karnataka .
Average salary: $37,740."
2902,Shivanya Enterprises,Prawn Farm Helper,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Prawn Farm Helper role in Andhra Pradesh .
Average salary: $37,740."
2903,SmartAgro Farm Solutions,Diary Farm Manager,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Diary Farm Manager role in Andhra Pradesh .
Average salary: $37,740."
2904,M/s Edutribes Foundation,Agriculture Expert,Jharkhand,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Agriculture Expert role in Jharkhand .
Average salary: $37,740."
2905,Khadkeshwara Farms & Foods,Accountant,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Accountant role in Karnataka .
Average salary: $37,740."
2906,BRV Capital,Farmer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Farmer role in Maharashtra .
Average salary: $37,740."
2907,Eco Dairy Farm,Labour Helper/Mazdoor,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Labour Helper/Mazdoor role in Delhi-NCR.
Average salary: $37,740."
2908,Kaushalya Hydroponics,Housekeeping Staff,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Housekeeping Staff role in Maharashtra .
Average salary: $37,740."
2909,Sahaja Farms and Resorts,Admin And Sales,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Admin And Sales role in Andhra Pradesh .
Average salary: $37,740."
2910,Basic Elements,Fire Safety Technician,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Fire Safety Technician role in Andhra Pradesh .
Average salary: $37,740."
2911,Dhanush Professional Security Services,Field Officer,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Field Officer role in Andhra Pradesh .
Average salary: $37,740."
2912,Dhanush Professional Security Services,Security Field Officer,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Security Field Officer role in Andhra Pradesh .
Average salary: $37,740."
2913,Logicon Facility Management Private Limited,Fire Technician,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Fire Technician role in Maharashtra .
Average salary: $37,740."
2914,Royal Fire Safety Services,Fire Safety Officer,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Fire Safety Officer role in Maharashtra .
Average salary: $37,740."
2915,Fire Safety Industries,Telecaller,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Telecaller role in Delhi-NCR.
Average salary: $37,740."
2916,Fire Safety Services,Office Assistant,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Office Assistant role in Gujarat .
Average salary: $37,740."
2917,Horus Fire Safety,Marketing Executive,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Marketing Executive role in Gujarat .
Average salary: $37,740."
2918,Shobraj Logistics India Private Limited,Forklift Operator,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Forklift Operator role in Maharashtra .
Average salary: $37,740."
2919,SVS Industries,Forklift Operator,Uttar Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Forklift Operator role in Uttar Pradesh .
Average salary: $37,740."
2920,Ethics Prosperity,Forklift Operator,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Forklift Operator role in Gujarat .
Average salary: $37,740."
2921,J S Enterprises,Forklift Operator,Punjab,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Forklift Operator role in Punjab .
Average salary: $37,740."
2922,Syndic Consulting Engineers & Technologies,Sales & Service Engineer-Forklift,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales & Service Engineer-Forklift role in Andhra Pradesh .
Average salary: $37,740."
2923,Keding Enterprises,Warehouse Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Warehouse Executive role in Maharashtra .
Average salary: $37,740."
2924,Indian Lifters,Maintenance Manager,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Maintenance Manager role in Maharashtra .
Average salary: $37,740."
2925,Dynavac India Private Limited,Laser Machine Operator,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Laser Machine Operator role in Tamil Nadu .
Average salary: $37,740."
2926,Royaloak Incorporation Private Limited,Sales Executive,Andhra Pradesh,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Andhra Pradesh .
Average salary: $37,740."
2927,Kushals Retail Pvt Ltd,Sales Staff (In Shop),Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Staff (In Shop) role in Tamil Nadu .
Average salary: $37,740."
2928,Vastumantrah,Interior Design Sales Executive,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Interior Design Sales Executive role in Maharashtra .
Average salary: $37,740."
2929,Human Potential Consultant,Fashion Consultant,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Fashion Consultant role in Maharashtra .
Average salary: $37,740."
2930,Mansarovar Enterprises,Jewellery Sales Associate,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Jewellery Sales Associate role in Tamil Nadu .
Average salary: $37,740."
2931,Shivani Organics,Store Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Store Sales Executive role in Karnataka .
Average salary: $37,740."
2932,Zuzu Marketing,Consumer Electronics & Appliances Sales Incharge,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Consumer Electronics & Appliances Sales Incharge role in Tamil Nadu .
Average salary: $37,740."
2933,Royaloak Incorporation Private Limited,Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Executive role in Karnataka .
Average salary: $37,740."
2934,Human Potential Consultant,Store Manager,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Store Manager role in Karnataka .
Average salary: $37,740."
2935,Chandra Luxurious Hub,Salesman,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Salesman role in Delhi-NCR.
Average salary: $37,740."
2936,Sarvottam Furnitures & Interiors,Operations Executive,Delhi-NCR,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Operations Executive role in Delhi-NCR.
Average salary: $37,740."
2937,Shree Ram Ply & Laminates,Retail Sales Executive,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Gujarat .
Average salary: $37,740."
2938,Omtimus Private Limited,Retail Sales Executive,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Retail Sales Executive role in Karnataka .
Average salary: $37,740."
2939,Phifer India,Sales Co-ordinator,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Sales Co-ordinator role in Karnataka .
Average salary: $37,740."
2940,Nirvika Beautylicious,Unisex Hair Dresser,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Karnataka .
Average salary: $37,740."
2941,Jawed Habib Hair And Beauty Limited,Unisex Hair Dresser,Gujarat,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Gujarat .
Average salary: $37,740."
2942,Pure Bliss Salon & Spa,Unisex Hair Dresser,Goa,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Goa.
Average salary: $37,740."
2943,The House of Hair,Unisex Hair Dresser,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Maharashtra .
Average salary: $37,740."
2944,MK's Milagro Unisex Salon,Unisex Hair Dresser,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Maharashtra .
Average salary: $37,740."
2945,Classic Pearls Unisex Salon And Spa,Unisex Hair Dresser,Karnataka,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Karnataka .
Average salary: $37,740."
2946,Datta Krupa Enterprises,Unisex Hair Dresser,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Maharashtra .
Average salary: $37,740."
2947,Artysto,Unisex Hair Dresser,Tamil Nadu,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Tamil Nadu .
Average salary: $37,740."
2948,First Hair Unisex Salon,Unisex Hair Dresser,Maharashtra,2025-03-26 23:49:00,Full Time,0,0,37740.08214,31,"Unisex Hair Dresser role in Maharashtra .
Average salary: $37,740."
